id_hecho,FECHA,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,DIA_DE_LA_SEMANA,semestre,ANIO,MES,DIA
2017-0114,2017-09-15,CONDUCTOR,AUTO,MASCULINO,26,9/15/2017,Viernes,2,2017,9,15
2017-0115,2017-09-19,CONDUCTOR,MOTO,MASCULINO,34,5,Martes,2,2017,9,19
2017-0116,2017-09-20,CONDUCTOR,MOTO,MASCULINO,22,9/20/2017,Miércoles,2,2017,9,20
2017-0118,2017-09-22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,9/29/2017,Viernes,2,2017,9,22
2017-0120,2017-10-02,CONDUCTOR,MOTO,MASCULINO,20,10/2/2017,Lunes,2,2017,10,2
2017-0123,2017-10-10,PEATON,PEATON,FEMENINO,36,10/10/2017,Martes,2,2017,10,10
2017-0124,2017-10-12,CONDUCTOR,MOTO,MASCULINO,51,10/12/2017,Jueves,2,2017,10,12
2017-0125,2017-10-13,CONDUCTOR,MOTO,MASCULINO,29,10/13/2017,Viernes,2,2017,10,13
2017-0126,2017-10-14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39,5,Sábado,2,2017,10,14
2017-0126,2017-10-14,CONDUCTOR,AUTO,MASCULINO,36,10/14/2017,Sábado,2,2017,10,14
2017-0127,2017-10-16,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24,10/16/2017,Lunes,2,2017,10,16
2017-0128,2017-10-17,PEATON,PEATON,FEMENINO,60,10/17/2017,Martes,2,2017,10,17
2017-0129,2017-10-26,CONDUCTOR,MOTO,MASCULINO,57,10/26/2017,Jueves,2,2017,10,26
2017-0130,2017-10-27,CONDUCTOR,AUTO,MASCULINO,23,10/27/2017,Viernes,2,2017,10,27
2017-0132,2017-10-30,CONDUCTOR,MOTO,MASCULINO,23,10/30/2017,Lunes,2,2017,10,30
2017-0134,2017-11-06,PEATON,PEATON,FEMENINO,47,11/6/2017,Lunes,2,2017,11,6
2017-0135,2017-11-07,CONDUCTOR,MOTO,MASCULINO,24,11/7/2017,Martes,2,2017,11,7
2017-0136,2017-11-16,PEATON,PEATON,MASCULINO,55,11/16/2017,Jueves,2,2017,11,16
2017-0137,2017-11-17,PEATON,PEATON,FEMENINO,60,11/17/2017,Viernes,2,2017,11,17
2017-0138,2017-11-19,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,11/19/2017,Domingo,2,2017,11,19
2017-0139,2017-11-19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15,11/19/2017,Domingo,2,2017,11,19
2017-0140,2017-11-19,CONDUCTOR,MOTO,MASCULINO,24,11/19/2017,Domingo,2,2017,11,19
2017-0141,2017-11-23,PEATON,PEATON,FEMENINO,22,11/23/2017,Jueves,2,2017,11,23
2017-0143,2017-11-25,CONDUCTOR,AUTO,MASCULINO,50,11/25/2017,Sábado,2,2017,11,25
2017-0144,2017-11-26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50,11/26/2017,Domingo,2,2017,11,26
2017-0145,2017-11-26,CONDUCTOR,MOTO,MASCULINO,58,11/26/2017,Domingo,2,2017,11,26
2017-0147,2017-11-28,CONDUCTOR,MOTO,MASCULINO,49,11/28/2017,Martes,2,2017,11,28
2017-0148,2017-11-29,PEATON,PEATON,FEMENINO,82,11/29/2017,Miércoles,2,2017,11,29
2017-0149,2017-11-30,PEATON,PEATON,MASCULINO,13,11/30/2017,Jueves,2,2017,11,30
2017-0150,2017-12-04,PEATON,PEATON,MASCULINO,56,12/4/2017,Lunes,2,2017,12,4
2017-0151,2017-12-04,PEATON,PEATON,MASCULINO,30,12/4/2017,Lunes,2,2017,12,4
2017-0152,2017-12-06,CICLISTA,BICICLETA,MASCULINO,19,12/6/2017,Miércoles,2,2017,12,6
2017-0153,2017-12-11,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30,12/12/2017,Lunes,2,2017,12,11
2017-0153,2017-12-11,CONDUCTOR,MOTO,MASCULINO,30,12/12/2017,Lunes,2,2017,12,11
2017-0154,2017-12-11,PEATON,PEATON,MASCULINO,76,12/11/2017,Lunes,2,2017,12,11
2017-0155,2017-12-12,CONDUCTOR,MOTO,MASCULINO,77,5,Martes,2,2017,12,12
2017-0157,2017-12-17,CONDUCTOR,AUTO,MASCULINO,53,12/17/2017,Domingo,2,2017,12,17
2017-0158,2017-12-18,CONDUCTOR,MOTO,MASCULINO,32,12/18/2017,Lunes,2,2017,12,18
2017-0159,2017-12-20,CONDUCTOR,MOTO,MASCULINO,27,12/20/2017,Miércoles,2,2017,12,20
2017-0160,2017-12-22,PEATON,PEATON,FEMENINO,30,12/22/2017,Viernes,2,2017,12,22
2017-0161,2017-12-26,PEATON,PEATON,FEMENINO,30,12/26/2017,Martes,2,2017,12,26
2018-0001,2018-01-01,PEATON,PEATON,MASCULINO,83,1/2/2018,Lunes,1,2018,1,1
2018-0002,2018-01-03,CICLISTA,BICICLETA,FEMENINO,26,1/3/2018,Miércoles,1,2018,1,3
2018-0003,2018-01-05,PEATON,PEATON,FEMENINO,58,1/5/2018,Viernes,1,2018,1,5
2018-0004,2018-01-09,CONDUCTOR,MOTO,MASCULINO,39,1/9/2018,Martes,1,2018,1,9
2018-0005,2018-01-09,PEATON,PEATON,MASCULINO,54,1/9/2018,Martes,1,2018,1,9
2018-0006,2018-01-10,CICLISTA,BICICLETA,FEMENINO,45,1/10/2018,Miércoles,1,2018,1,10
2018-0007,2018-01-11,CONDUCTOR,AUTO,MASCULINO,46,1/11/2018,Jueves,1,2018,1,11
2018-0008,2018-01-12,CONDUCTOR,MOTO,FEMENINO,32,1/12/2018,Viernes,1,2018,1,12
2018-0009,2018-01-14,CONDUCTOR,MOTO,MASCULINO,19,1/14/2018,Domingo,1,2018,1,14
2018-0010,2018-01-18,CONDUCTOR,MOTO,MASCULINO,40,1/18/2018,Jueves,1,2018,1,18
2018-0011,2018-01-19,PEATON,PEATON,MASCULINO,84,1/19/2018,Viernes,1,2018,1,19
2018-0012,2018-01-26,CONDUCTOR,MOTO,MASCULINO,20,1/26/2018,Viernes,1,2018,1,26
2018-0013,2018-01-28,CONDUCTOR,MOTO,MASCULINO,44,1/28/2018,Domingo,1,2018,1,28
2018-0014,2018-01-31,PEATON,PEATON,MASCULINO,30,2/4/2018,Miércoles,1,2018,1,31
2018-0015,2018-02-06,CONDUCTOR,MOTO,MASCULINO,28,2/6/2018,Martes,1,2018,2,6
2018-0015,2018-02-06,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19,2/6/2018,Martes,1,2018,2,6
2018-0016,2018-02-15,CONDUCTOR,MOTO,MASCULINO,31,2/15/2018,Jueves,1,2018,2,15
2018-0017,2018-02-17,PEATON,PEATON,MASCULINO,35,2/20/2018,Sábado,1,2018,2,17
2018-0018,2018-02-17,CONDUCTOR,MOTO,MASCULINO,26,2/17/2018,Sábado,1,2018,2,17
2018-0019,2018-02-17,PEATON,PEATON,FEMENINO,80,2/17/2018,Sábado,1,2018,2,17
2018-0020,2018-02-19,CONDUCTOR,MOTO,MASCULINO,26,2/19/2018,Lunes,1,2018,2,19
2018-0021,2018-02-22,PEATON,PEATON,FEMENINO,62,2/22/2018,Jueves,1,2018,2,22
2018-0022,2018-02-24,CONDUCTOR,MOTO,MASCULINO,28,2/24/2018,Sábado,1,2018,2,24
2018-0023,2018-02-24,CONDUCTOR,MOTO,MASCULINO,28,2/24/2018,Sábado,1,2018,2,24
2018-0024,2018-02-28,PEATON,PEATON,MASCULINO,70,2/28/2018,Miércoles,1,2018,2,28
2018-0025,2018-03-04,PEATON,PEATON,MASCULINO,70,3/5/2018,Domingo,1,2018,3,4
2018-0026,2018-03-09,CONDUCTOR,MOVIL,MASCULINO,24,3/9/2018,Viernes,1,2018,3,9
2018-0026,2018-03-09,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30,3/9/2018,Viernes,1,2018,3,9
2018-0027,2018-03-11,PEATON,PEATON,FEMENINO,74,3/11/2018,Domingo,1,2018,3,11
2018-0028,2018-03-13,PEATON,PEATON,MASCULINO,71,3/13/2018,Martes,1,2018,3,13
2018-0029,2018-03-15,CONDUCTOR,MOTO,MASCULINO,26,3/15/2018,Jueves,1,2018,3,15
2018-0030,2018-03-20,CONDUCTOR,MOTO,MASCULINO,24,3/20/2018,Martes,1,2018,3,20
2018-0031,2018-03-28,CONDUCTOR,MOTO,MASCULINO,31,3/28/2018,Miércoles,1,2018,3,28
2018-0032,2018-04-02,PEATON,PEATON,MASCULINO,70,4/2/2018,Lunes,1,2018,4,2
2018-0033,2018-04-07,CONDUCTOR,MOTO,FEMENINO,42,4/10/2018,Sábado,1,2018,4,7
2018-0034,2018-04-11,PEATON,PEATON,MASCULINO,24,4/11/2018,Miércoles,1,2018,4,11
2018-0035,2018-04-12,PEATON,PEATON,FEMENINO,39,4/12/2018,Jueves,1,2018,4,12
2018-0036,2018-04-13,CONDUCTOR,MOTO,MASCULINO,37,4/15/2018,Viernes,1,2018,4,13
2018-0037,2018-04-18,PEATON,PEATON,MASCULINO,84,4/19/2018,Miércoles,1,2018,4,18
2018-0038,2018-04-20,PEATON,PEATON,FEMENINO,59,4/20/2018,Viernes,1,2018,4,20
2018-0038,2018-04-20,PEATON,PEATON,MASCULINO,61,4/20/2018,Viernes,1,2018,4,20
2018-0039,2018-04-21,PEATON,PEATON,MASCULINO,37,4/21/2018,Sábado,1,2018,4,21
2018-0040,2018-04-27,PEATON,PEATON,FEMENINO,30,4/27/2018,Viernes,1,2018,4,27
2018-0041,2018-04-27,PEATON,PEATON,FEMENINO,78,4/27/2018,Viernes,1,2018,4,27
2018-0042,2018-04-27,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23,4/27/2018,Viernes,1,2018,4,27
2018-0043,2018-04-28,CONDUCTOR,MOTO,MASCULINO,25,4/29/2018,Sábado,1,2018,4,28
2018-0044,2018-04-28,PEATON,PEATON,FEMENINO,50,4/28/2018,Sábado,1,2018,4,28
2018-0045,2018-04-30,CONDUCTOR,AUTO,MASCULINO,60,4/30/2018,Lunes,1,2018,4,30
2018-0046,2018-05-02,PEATON,PEATON,MASCULINO,11,5/2/2018,Miércoles,1,2018,5,2
2018-0047,2018-05-08,PEATON,PEATON,MASCULINO,82,5/9/2018,Martes,1,2018,5,8
2018-0048,2018-05-09,PEATON,PEATON,MASCULINO,57,5/16/2018,Miércoles,1,2018,5,9
2018-0049,2018-05-11,PEATON,PEATON,FEMENINO,40,5/13/2018,Viernes,1,2018,5,11
2018-0050,2018-05-14,PEATON,PEATON,FEMENINO,47,5/24/2018,Lunes,1,2018,5,14
2018-0051,2018-05-15,PEATON,PEATON,FEMENINO,57,5/15/2018,Martes,1,2018,5,15
2018-0052,2018-05-18,PEATON,PEATON,MASCULINO,78,5/19/2018,Viernes,1,2018,5,18
2018-0053,2018-05-20,CONDUCTOR,MOTO,MASCULINO,43,5/20/2018,Domingo,1,2018,5,20
2018-0054,2018-05-22,PEATON,PEATON,FEMENINO,86,5/25/2018,Martes,1,2018,5,22
2018-0055,2018-05-29,CONDUCTOR,MOTO,MASCULINO,21,5/29/2018,Martes,1,2018,5,29
2018-0056,2018-06-02,PEATON,PEATON,FEMENINO,69,6/4/2018,Sábado,1,2018,6,2
2018-0057,2018-06-03,CONDUCTOR,MOTO,MASCULINO,33,6/4/2018,Domingo,1,2018,6,3
2018-0058,2018-06-03,CONDUCTOR,MOTO,MASCULINO,26,6/13/2018,Domingo,1,2018,6,3
2018-0059,2018-06-08,CONDUCTOR,MOTO,MASCULINO,54,6/8/2018,Viernes,1,2018,6,8
2018-0060,2018-06-08,PEATON,PEATON,MASCULINO,51,6/8/2018,Viernes,1,2018,6,8
2018-0061,2018-06-10,CONDUCTOR,MOTO,MASCULINO,51,6/10/2018,Domingo,1,2018,6,10
2018-0062,2018-06-14,PEATON,PEATON,MASCULINO,32,6/14/2018,Jueves,1,2018,6,14
2018-0063,2018-06-16,PEATON,PEATON,FEMENINO,28,6/17/2018,Sábado,1,2018,6,16
2018-0064,2018-06-25,CONDUCTOR,AUTO,MASCULINO,30,6/25/2018,Lunes,1,2018,6,25
2018-0065,2018-06-26,CONDUCTOR,MOTO,MASCULINO,35,6/26/2018,Martes,1,2018,6,26
2018-0066,2018-06-28,PEATON,PEATON,MASCULINO,73,6/28/2018,Jueves,1,2018,6,28
2018-0067,2018-06-29,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81,7/6/2018,Viernes,1,2018,6,29
2018-0068,2018-07-01,CONDUCTOR,MOTO,MASCULINO,21,7/1/2018,Domingo,2,2018,7,1
2018-0069,2018-07-04,CICLISTA,BICICLETA,MASCULINO,20,7/4/2018,Miércoles,2,2018,7,4
2018-0070,2018-07-07,CONDUCTOR,MOTO,MASCULINO,33,7/7/2018,Sábado,2,2018,7,7
2018-0071,2018-07-10,CONDUCTOR,MOTO,MASCULINO,30,7/10/2018,Martes,2,2018,7,10
2018-0072,2018-07-11,CONDUCTOR,MOTO,MASCULINO,27,7/13/2018,Miércoles,2,2018,7,11
2018-0073,2018-07-11,PEATON,PEATON,FEMENINO,67,7/11/2018,Miércoles,2,2018,7,11
2018-0074,2018-07-14,CONDUCTOR,AUTO,MASCULINO,25,7/14/2018,Sábado,2,2018,7,14
2018-0075,2018-07-15,PEATON,PEATON,MASCULINO,23,7/15/2018,Domingo,2,2018,7,15
2018-0076,2018-07-16,CONDUCTOR,AUTO,MASCULINO,73,7/16/2018,Lunes,2,2018,7,16
2018-0077,2018-07-16,CONDUCTOR,AUTO,MASCULINO,58,7/17/2018,Lunes,2,2018,7,16
2018-0078,2018-07-21,PEATON,PEATON,MASCULINO,27,7/21/2018,Sábado,2,2018,7,21
2018-0079,2018-07-23,PEATON,PEATON,MASCULINO,30,7/23/2018,Lunes,2,2018,7,23
2018-0080,2018-07-25,PEATON,PEATON,MASCULINO,26,7/25/2018,Miércoles,2,2018,7,25
2018-0081,2018-07-29,PEATON,PEATON,MASCULINO,35,7/29/2018,Domingo,2,2018,7,29
2018-0082,2018-08-01,CONDUCTOR,MOTO,FEMENINO,17,8/1/2018,Miércoles,2,2018,8,1
2018-0083,2018-08-02,CONDUCTOR,MOTO,MASCULINO,30,8/2/2018,Jueves,2,2018,8,2
2018-0084,2018-08-03,PEATON,PEATON,MASCULINO,45,8/3/2018,Viernes,2,2018,8,3
2018-0085,2018-08-03,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22,8/3/2018,Viernes,2,2018,8,3
2018-0085,2018-08-03,CONDUCTOR,MOTO,MASCULINO,30,8/3/2018,Viernes,2,2018,8,3
2018-0086,2018-08-10,PEATON,PEATON,MASCULINO,40,8/10/2018,Viernes,2,2018,8,10
2018-0087,2018-08-15,PEATON,PEATON,MASCULINO,75,8/20/2018,Miércoles,2,2018,8,15
2018-0088,2018-08-17,CONDUCTOR,MOTO,MASCULINO,30,8/17/2018,Viernes,2,2018,8,17
2018-0089,2018-08-17,PEATON,PEATON,MASCULINO,80,8/17/2018,Viernes,2,2018,8,17
2018-0090,2018-08-18,CONDUCTOR,MOTO,MASCULINO,27,8/18/2018,Sábado,2,2018,8,18
2018-0091,2018-08-19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23,8/19/2018,Domingo,2,2018,8,19
2018-0092,2018-08-20,CONDUCTOR,MOTO,MASCULINO,23,8/20/2018,Lunes,2,2018,8,20
2018-0093,2018-08-20,PEATON,PEATON,MASCULINO,24,8/20/2018,Lunes,2,2018,8,20
2018-0094,2018-08-23,CONDUCTOR,MOTO,MASCULINO,32,8/23/2018,Jueves,2,2018,8,23
2018-0095,2018-08-26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49,8/26/2018,Domingo,2,2018,8,26
2018-0096,2018-08-31,PEATON,PEATON,MASCULINO,39,8/31/2018,Viernes,2,2018,8,31
2018-0097,2018-09-02,CONDUCTOR,AUTO,FEMENINO,35,9/2/2018,Domingo,2,2018,9,2
2018-0098,2018-09-09,CONDUCTOR,AUTO,MASCULINO,55,9/9/2018,Domingo,2,2018,9,9
2018-0098,2018-09-09,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54,9/9/2018,Domingo,2,2018,9,9
2018-0099,2018-09-12,PEATON,PEATON,MASCULINO,18,9/13/2018,Miércoles,2,2018,9,12
2018-0100,2018-09-20,CONDUCTOR,MOTO,FEMENINO,33,9/20/2018,Jueves,2,2018,9,20
2018-0101,2018-09-21,CONDUCTOR,AUTO,MASCULINO,30,9/21/2018,Viernes,2,2018,9,21
2018-0102,2018-09-21,CONDUCTOR,MOTO,MASCULINO,20,9/21/2018,Viernes,2,2018,9,21
2018-0103,2018-09-27,PEATON,PEATON,MASCULINO,1,9/29/2018,Jueves,2,2018,9,27
2018-0104,2018-10-01,CONDUCTOR,MOTO,MASCULINO,22,10/1/2018,Lunes,2,2018,10,1
2018-0105,2018-10-03,PEATON,PEATON,FEMENINO,56,10/3/2018,Miércoles,2,2018,10,3
2018-0106,2018-10-04,CONDUCTOR,MOTO,MASCULINO,27,10/4/2018,Jueves,2,2018,10,4
2018-0107,2018-10-06,PEATON,PEATON,FEMENINO,62,10/6/2018,Sábado,2,2018,10,6
2018-0108,2018-10-09,CONDUCTOR,MOTO,MASCULINO,37,10/10/2018,Martes,2,2018,10,9
2018-0109,2018-10-10,PEATON,PEATON,MASCULINO,34,10/10/2018,Miércoles,2,2018,10,10
2018-0110,2018-10-13,PEATON,PEATON,MASCULINO,60,10/14/2018,Sábado,2,2018,10,13
2018-0111,2018-10-19,CONDUCTOR,MOTO,MASCULINO,28,10/19/2018,Viernes,2,2018,10,19
2018-0112,2018-10-24,CONDUCTOR,MOTO,FEMENINO,28,10/24/2018,Miércoles,2,2018,10,24
2018-0113,2018-10-25,CONDUCTOR,MOTO,MASCULINO,20,10/25/2018,Jueves,2,2018,10,25
2018-0114,2018-10-30,CONDUCTOR,MOTO,MASCULINO,23,10/30/2018,Martes,2,2018,10,30
2018-0115,2018-10-31,PEATON,PEATON,MASCULINO,42,11/1/2018,Miércoles,2,2018,10,31
2018-0116,2018-11-01,PEATON,PEATON,MASCULINO,48,11/8/2018,Jueves,2,2018,11,1
2018-0117,2018-11-04,CONDUCTOR,MOTO,MASCULINO,30,11/8/2018,Domingo,2,2018,11,4
2018-0118,2018-11-05,PEATON,PEATON,FEMENINO,80,11/5/2018,Lunes,2,2018,11,5
2018-0119,2018-11-05,PEATON,PEATON,FEMENINO,32,11/6/2018,Lunes,2,2018,11,5
2018-0120,2018-11-09,PEATON,PEATON,FEMENINO,51,11/20/2018,Viernes,2,2018,11,9
2018-0121,2018-11-09,PEATON,PEATON,FEMENINO,72,11/9/2018,Viernes,2,2018,11,9
2018-0122,2018-11-12,CONDUCTOR,AUTO,MASCULINO,33,11/12/2018,Lunes,2,2018,11,12
2018-0123,2018-11-12,CONDUCTOR,AUTO,MASCULINO,25,11/12/2018,Lunes,2,2018,11,12
2018-0124,2018-11-15,CONDUCTOR,CARGAS,MASCULINO,44,11/15/2018,Jueves,2,2018,11,15
2018-0125,2018-11-16,PEATON,PEATON,MASCULINO,29,11/17/2018,Viernes,2,2018,11,16
2018-0126,2018-11-18,CONDUCTOR,MOTO,MASCULINO,27,11/23/2018,Domingo,2,2018,11,18
2018-0127,2018-11-19,CONDUCTOR,MOTO,MASCULINO,29,11/19/2018,Lunes,2,2018,11,19
2018-0128,2018-11-25,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,11/25/2018,Domingo,2,2018,11,25
2018-0128,2018-11-25,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39,11/25/2018,Domingo,2,2018,11,25
2018-0129,2018-11-28,CONDUCTOR,MOTO,MASCULINO,37,11/30/2018,Miércoles,2,2018,11,28
2018-0130,2018-12-03,CONDUCTOR,MOTO,MASCULINO,30,12/3/2018,Lunes,2,2018,12,3
2018-0131,2018-12-07,CONDUCTOR,MOTO,MASCULINO,29,12/7/2018,Viernes,2,2018,12,7
2018-0132,2018-12-12,PEATON,PEATON,MASCULINO,70,12/12/2018,Miércoles,2,2018,12,12
2018-0133,2018-12-12,PEATON,PEATON,FEMENINO,60,12/12/2018,Miércoles,2,2018,12,12
2018-0134,2018-12-12,PEATON,PEATON,MASCULINO,56,12/13/2018,Miércoles,2,2018,12,12
2018-0135,2018-12-18,PEATON,PEATON,MASCULINO,80,12/22/2018,Martes,2,2018,12,18
2018-0136,2018-12-18,PEATON,PEATON,FEMENINO,70,12/18/2018,Martes,2,2018,12,18
2018-0137,2018-12-18,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29,12/19/2018,Martes,2,2018,12,18
2018-0138,2018-12-21,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79,12/21/2018,Viernes,2,2018,12,21
2018-0139,2018-12-22,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28,12/24/2018,Sábado,2,2018,12,22
2018-0140,2018-12-22,CONDUCTOR,AUTO,MASCULINO,78,12/22/2018,Sábado,2,2018,12,22
2018-0141,2018-12-22,PEATON,PEATON,MASCULINO,75,12/24/2018,Sábado,2,2018,12,22
2018-0142,2018-12-25,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32,1/1/2019,Martes,2,2018,12,25
2018-0143,2018-12-29,CONDUCTOR,MOTO,MASCULINO,22,12/29/2018,Sábado,2,2018,12,29
2019-0001,2019-01-08,CONDUCTOR,MOTO,MASCULINO,25,1/8/2019,Martes,1,2019,1,8
2019-0002,2019-01-09,CONDUCTOR,AUTO,MASCULINO,32,1/9/2019,Miércoles,1,2019,1,9
2019-0003,2019-01-12,CONDUCTOR,MOTO,MASCULINO,23,1/12/2019,Sábado,1,2019,1,12
2019-0004,2019-01-14,CONDUCTOR,AUTO,MASCULINO,71,1/14/2019,Lunes,1,2019,1,14
2019-0005,2019-01-19,CONDUCTOR,MOTO,MASCULINO,43,1/19/2019,Sábado,1,2019,1,19
2019-0006,2019-01-23,PEATON,PEATON,FEMENINO,12,1/23/2019,Miércoles,1,2019,1,23
2019-0007,2019-01-26,CONDUCTOR,MOTO,MASCULINO,35,1/26/2019,Sábado,1,2019,1,26
2019-0008,2019-01-30,CONDUCTOR,MOTO,MASCULINO,42,1/31/2019,Miércoles,1,2019,1,30
2019-0009,2019-01-31,CONDUCTOR,MOTO,MASCULINO,34,1/31/2019,Jueves,1,2019,1,31
2019-0010,2019-02-02,PEATON,PEATON,MASCULINO,30,2/2/2019,Sábado,1,2019,2,2
2019-0010,2019-02-02,PEATON,PEATON,MASCULINO,59,2/2/2019,Sábado,1,2019,2,2
2019-0011,2019-02-10,PEATON,PEATON,MASCULINO,30,2/10/2019,Domingo,1,2019,2,10
2019-0012,2019-02-17,CONDUCTOR,MOTO,MASCULINO,31,2/20/2019,Domingo,1,2019,2,17
2019-0013,2019-02-20,PEATON,PEATON,MASCULINO,39,3/2/2019,Miércoles,1,2019,2,20
2019-0014,2019-02-20,CONDUCTOR,MOTO,MASCULINO,69,2/20/2019,Miércoles,1,2019,2,20
2019-0015,2019-02-23,CONDUCTOR,AUTO,MASCULINO,21,2/23/2019,Sábado,1,2019,2,23
2019-0016,2019-02-24,CONDUCTOR,MOTO,MASCULINO,40,2/24/2019,Domingo,1,2019,2,24
2019-0017,2019-03-03,CONDUCTOR,AUTO,MASCULINO,22,3/7/2019,Domingo,1,2019,3,3
2019-0018,2019-03-03,PEATON,PEATON,FEMENINO,29,3/3/2019,Domingo,1,2019,3,3
2019-0019,2019-03-06,CONDUCTOR,MOTO,MASCULINO,30,26/03/2019,Miércoles,1,2019,3,6
2019-0020,2019-03-07,CONDUCTOR,MOTO,MASCULINO,43,3/7/2019,Jueves,1,2019,3,7
2019-0021,2019-03-15,CONDUCTOR,MOTO,MASCULINO,23,3/16/2019,Viernes,1,2019,3,15
2019-0022,2019-03-15,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30,3/15/2019,Viernes,1,2019,3,15
2019-0023,2019-03-16,CONDUCTOR,AUTO,MASCULINO,34,3/16/2019,Sábado,1,2019,3,16
2019-0024,2019-03-19,CONDUCTOR,MOTO,MASCULINO,32,3/19/2019,Martes,1,2019,3,19
2019-0025,2019-03-22,PEATON,PEATON,MASCULINO,27,4/4/2019,Viernes,1,2019,3,22
2019-0026,2019-03-28,PEATON,PEATON,MASCULINO,30,3/28/2019,Jueves,1,2019,3,28
2019-0027,2019-03-28,CICLISTA,BICICLETA,MASCULINO,37,3/28/2019,Jueves,1,2019,3,28
2019-0028,2019-04-06,PEATON,PEATON,FEMENINO,30,4/6/2019,Sábado,1,2019,4,6
2019-0029,2019-04-07,CONDUCTOR,MOTO,MASCULINO,27,4/7/2019,Domingo,1,2019,4,7
2019-0030,2019-04-09,CONDUCTOR,MOTO,MASCULINO,25,4/9/2019,Martes,1,2019,4,9
2019-0031,2019-04-12,CICLISTA,BICICLETA,MASCULINO,20,4/12/2019,Viernes,1,2019,4,12
2019-0032,2019-04-16,PEATON,PEATON,FEMENINO,83,4/18/2019,Martes,1,2019,4,16
2019-0033,2019-04-18,CONDUCTOR,MOTO,MASCULINO,25,4/18/2019,Jueves,1,2019,4,18
2019-0034,2019-04-21,CONDUCTOR,MOTO,MASCULINO,30,4/21/2019,Domingo,1,2019,4,21
2019-0035,2019-04-23,PEATON,PEATON,FEMENINO,75,4/23/2019,Martes,1,2019,4,23
2019-0036,2019-04-26,CONDUCTOR,MOTO,MASCULINO,34,5/2/2019,Viernes,1,2019,4,26
2019-0037,2019-05-01,CONDUCTOR,MOTO,MASCULINO,17,5/1/2019,Miércoles,1,2019,5,1
2019-0038,2019-05-04,PEATON,PEATON,FEMENINO,42,5/5/2019,Sábado,1,2019,5,4
2019-0105,2019-05-05,PEATON,PEATON,FEMENINO,82,5/8/2019,Domingo,1,2019,5,5
2019-0039,2019-05-09,CONDUCTOR,MOTO,MASCULINO,28,5/9/2019,Jueves,1,2019,5,9
2019-0040,2019-05-09,CONDUCTOR,MOTO,MASCULINO,44,5/15/2019,Jueves,1,2019,5,9
2019-0041,2019-05-11,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78,5/11/2019,Sábado,1,2019,5,11
2019-0042,2019-05-14,PEATON,PEATON,MASCULINO,39,5/14/2019,Martes,1,2019,5,14
2019-0043,2019-05-21,CICLISTA,BICICLETA,FEMENINO,30,5/21/2019,Martes,1,2019,5,21
2019-0044,2019-05-27,PEATON,PEATON,FEMENINO,77,5/29/2019,Lunes,1,2019,5,27
2019-0045,2019-06-03,CONDUCTOR,MOTO,MASCULINO,33,6/3/2019,Lunes,1,2019,6,3
2019-0046,2019-06-04,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,6/4/2019,Martes,1,2019,6,4
2019-0047,2019-06-06,PEATON,PEATON,MASCULINO,76,6/6/2019,Jueves,1,2019,6,6
2019-0048,2019-06-07,CONDUCTOR,MOTO,MASCULINO,32,6/7/2019,Viernes,1,2019,6,7
2019-0049,2019-06-08,PEATON,PEATON,FEMENINO,72,6/9/2019,Sábado,1,2019,6,8
2019-0050,2019-06-08,CONDUCTOR,MOTO,MASCULINO,21,6/9/2019,Sábado,1,2019,6,8
2019-0051,2019-06-11,CONDUCTOR,MOTO,MASCULINO,41,6/11/2019,Martes,1,2019,6,11
2019-0053,2019-06-14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,6/14/2019,Viernes,1,2019,6,14
2019-0054,2019-06-20,CONDUCTOR,MOTO,MASCULINO,21,6/20/2019,Jueves,1,2019,6,20
2019-0055,2019-06-20,CONDUCTOR,MOTO,MASCULINO,47,6/21/2019,Jueves,1,2019,6,20
